"product_id","product_category_name","product_name","product_brand","product_weight_g","product_length_cm","product_height_cm","product_width_cm","cost","price"
f278f2ea-0791-4603-a948-631682a5f1b4,books,One agency try skin him,Apex,738,21,24,10,6.16,11.22
fbffaaba-9c2b-4dd0-a3b8-1156ab9316d0,books,Two type number,Zenith,636,11,9,12,7.73,15.46
de5271a8-442a-4481-b21e-c59681152880,fashion,Crest Modern Hoodie,Crest,245,36,5,16,101.87,242.38
facbbc06-3004-4ddd-8626-ad21de3c6871,furniture,Crest Desk - Cozy,Crest,26502,72,7,14,362.47,716.5
"84993357-8fb1-4092-94f6-82de54495549",home_goods,Orion Air Purifier Set,Orion,4739,60,27,10,71.39,130.22
"4319ee9b-4755-430e-b416-407d519027e4",toys,Crest RC Car (Black),Crest,856,28,29,28,7.8,19.15
c8878eab-79c2-4454-8d66-29ed03c0f630,auto,Nimbus Tire Inflator Kit (X731),Nimbus,17526,40,18,20,319.86,492.02
"2cabb743-d5f7-4882-a39c-e8ff37af344f",home_goods,Crest Knife Set - Cozy,Crest,2431,85,24,7,11.55,22.65
e910f4e7-bea5-4247-9c81-57cdac0d76ff,books,Teach evidence fight interest point: Who likely analysis light agency affect,Vertex,939,21,25,14,10.54,17.37
"99ee5d2b-f727-41fd-9aa7-79500d2673f9",toys,Pulse Board Game (Blue),Pulse,807,5,17,26,17.76,33.74
db48d993-25ac-4203-a970-9179d5856077,fashion,Nova Sneakers (Beige),Nova,100,20,10,29,20.8,78.47
"5fa4c04f-5b89-4dd7-96c0-98f590f8ac45",books,Sea reduce coach also: Indeed century table computer relationship hundred,Nova,581,13,19,29,15.4,25.69
"799ae587-9fe7-4cb6-999b-947d12285e16",furniture,Nimbus Steel Chair,Nimbus,24665,65,11,9,465.43,675.62
e8d7bcb1-4e1f-45c9-b7c2-34fb7d8ff1d2,books,Mrs sport miss cover,Crest,534,19,24,22,24.44,43.19
"471f9e60-1139-4a1e-af09-59075cf04c42",books,Somebody capital but in: Morning save teach operation language decision,Vertex,888,23,20,20,26.04,38.78
"1a1600c9-8ada-46c7-a900-b5a5529aac0f",fashion,Pulse Industrial Sneakers,Pulse,851,28,6,16,41.96,112.24
ffecf909-61df-4f80-bd28-3e87fd00b5bb,books,Include pretty: Key security need,Apex,727,10,26,8,7.46,11.47
"4101a89b-cfff-4bf9-857e-561c991c1c4d",furniture,Zenith Oak Bookshelf,Zenith,14195,152,6,11,201.76,289.67
"2d37d6e7-8e56-423e-84c0-434fe9cc357c",toys,Nova Building Blocks Toy,Nova,496,7,23,15,24.63,65.88
"24d86f9a-144c-4032-9306-f0f4155d16d7",books,List society: Single military imagine writer push develop,Crest,396,18,23,25,27.27,39.38
e350887f-93df-42cd-977b-e2779b3b84e6,electronics,Zenith Camera P566,Zenith,3441,30,13,6,996.65,1303.53
"9a1b2373-c842-482c-b8dc-1ac840b9ca2c",toys,Nova Board Game (Black),Nova,166,16,22,12,23.28,46.08
"1f376434-85dd-4cc1-b494-23739838b3c5",electronics,Crest S407 Tablet,Crest,1542,12,17,10,263.08,304.88
"393e3ce7-b044-49e3-8102-fd3db42a6ee4",electronics,Orion A956 Headphones,Orion,2335,14,14,17,235.2,307.71
"87c9c77a-6b4e-4759-ae8f-430b7ba788a5",books,Alone while parent their win,Pulse,759,17,22,15,18.57,30.92
"510e0118-f344-4d2e-be5d-57eca2c60f13",furniture,Pulse Steel Coffee Table,Pulse,17609,176,20,28,65.71,105.84
"72bd8062-b1b9-430d-acd4-df217cdc2ac1",home_goods,Nova Bedding Set,Nova,2415,31,10,13,27.63,65.66
"9e3e0363-9c62-4e63-92e0-6a85d27961ae",toys,Pulse Board Game Toy,Pulse,834,16,20,11,35.77,67.94
"96dcddd9-3f76-44db-a6ab-f3814fd5f30f",auto,Orion Seat Cover Kit (S534),Orion,12127,31,17,21,343.15,436.28
"242a1a50-921a-4ad4-925d-aa385a15eb69",books,Model really list,Crest,313,12,23,17,34.08,49.87
ceddbc42-a834-4b4d-a427-69f670c25c4f,toys,Pulse Board Game (White),Pulse,915,17,28,18,23.56,51.16
a07bf8ac-2c49-44dd-bdd5-5b9daa51b131,furniture,Crest Desk - Industrial,Crest,16853,175,15,18,326.77,658.65
"3e4c460a-9b28-4b82-b28c-d6d4c58b922a",fashion,Apex Industrial Sneakers,Apex,758,58,23,18,83.95,230.12
"8e0be480-656d-44c9-94e5-0c57bdeeaba2",auto,Nimbus Dash Cam Kit (S769),Nimbus,15411,75,27,26,84.55,110.77
"86ea531a-f2f5-4219-8c8b-92053777cfd9",fashion,Nova Minimal Hoodie,Nova,824,39,23,15,116.65,275.14
"32587de7-0263-414c-bfd5-740ee400f27f",electronics,Crest Bluetooth Speaker A792,Crest,724,43,29,8,1164.32,1501.63
badf8494-526d-45d9-ab0d-145271eb31c2,auto,Apex Seat Cover Kit (X422),Apex,18076,30,14,7,160.15,196.46
"3bc68910-180b-439e-a281-9042fff73ace",furniture,Orion Desk - Industrial,Orion,22658,91,13,18,236.38,482.86
cc7a6d9c-5ae1-4cb9-bad6-37346f9cdb50,electronics,Apex M369 Bluetooth Speaker,Apex,2747,48,15,21,127.44,164.37
"9926acba-6144-4806-95eb-a3a6f4d38129",furniture,Crest Bookshelf - Cozy,Crest,27187,149,10,8,106.0,251.99
e971623f-64b7-48e6-a001-12176eee22ee,auto,Nimbus Tool Set Kit (S823),Nimbus,17850,91,8,17,47.41,68.83
d6aacc50-d145-4d9e-95a6-498792625554,electronics,Zenith A263 Bluetooth Speaker,Zenith,4405,46,18,24,853.03,1109.23
fd436d09-ed4e-47c1-a2be-967385b5472c,toys,Crest Building Blocks Toy,Crest,338,22,26,15,10.8,24.56
"9291b27f-fbf5-485e-8de8-8292c096f870",fashion,Nimbus Cozy Jacket,Nimbus,112,23,29,9,56.02,125.6
"2f244a0f-e391-4fab-bc11-19e3ed4ab026",books,Generation today,Orion,221,12,23,19,17.1,26.16
fdb21f36-8e38-4826-9639-32d32edb73e1,auto,Vertex Tire Inflator Kit (P356),Vertex,14778,61,19,7,363.81,467.87
"1d52c765-06d5-4a81-9ccb-c8b9d179b40a",auto,Zenith Seat Cover P135,Zenith,7805,15,9,12,148.8,183.99
b33f1168-20d0-42d4-acbb-b88396da1da7,books,Main method inside food industry,Zenith,763,23,24,25,13.54,25.61
"4168184f-9f99-4432-923b-8c5a44d496c5",home_goods,Nimbus Air Purifier Set,Nimbus,1854,37,12,26,32.0,74.88
c1566c44-e970-42b3-8686-f4b399a720d5,furniture,Apex Walnut Chair,Apex,25349,135,5,15,175.55,417.37
"56611240-a62c-49f7-9a7a-0f4e1068d595",toys,Vertex Puzzle (Blue),Vertex,790,11,14,18,22.77,51.31
"71c9a551-38d7-4d63-8830-19497e1eb8ba",furniture,Nimbus Oak Sofa,Nimbus,16460,82,11,23,369.51,713.46
e496c7eb-ce46-4dd6-bb3b-0e210f405331,auto,Crest Dash Cam Kit (S605),Crest,8327,88,12,22,45.04,59.76
"88f283b8-6852-41a9-8909-6961efe41b42",furniture,Apex Sofa - Minimal,Apex,21251,175,22,16,297.45,390.09
ad13775c-95bd-4571-94f3-0eb068748278,home_goods,Zenith Vacuum - Minimal,Zenith,3288,78,23,23,94.36,184.18
"44fcafc2-4863-48eb-bda0-49fed2f1baec",auto,Nimbus Dash Cam P710,Nimbus,3603,91,28,28,348.46,455.53
"3186cb2a-8c0c-477a-8936-8579cc118a1d",toys,Nova Doll (Red),Nova,678,26,21,9,36.33,83.76
"5be87321-98e5-40fe-8964-f0625a42ad1d",fashion,Crest Jacket (Green),Crest,442,37,7,23,76.97,241.27
"775fda99-84ae-4a0d-b9b8-91796add66e8",electronics,Nova M687 Monitor,Nova,1751,29,25,11,760.25,941.81
df64bb34-8879-4d4f-b3b2-37f6c6c1a88f,books,Clear rich you,Orion,336,10,27,23,18.63,28.51
"83fbdf52-21a3-4b64-af45-76ff4437130b",electronics,Nimbus Headphones M767,Nimbus,551,28,12,11,1540.47,1993.1
b216886d-a0cd-43c0-aca9-8aad868b1ac2,books,Get catch this think,Nova,332,10,14,23,11.65,17.76
a56537c4-0e95-4a0e-8d57-c53a9b493db9,home_goods,Zenith Vacuum - Industrial,Zenith,747,11,18,25,51.88,117.3
bff83b68-c794-4c4c-a118-9b401019f3f8,books,Identify myself stock,Zenith,988,13,24,14,19.33,32.87
f2200dbb-7112-4b01-a55c-1c98564bfacf,auto,Pulse Tool Set A794,Pulse,3257,53,17,27,50.16,62.84
"93b47d2a-ab7f-4fbc-8d45-d83bc3f397c9",electronics,Vertex Headphones P711,Vertex,3798,41,8,25,695.76,871.84
abf08593-7996-4900-9cf8-32a7b9a79bc4,furniture,Apex Leather Coffee Table,Apex,17806,189,15,8,42.86,101.1
ec4af571-1c87-42c5-ac54-0edf61cb2914,fashion,Nimbus Hoodie (Red),Nimbus,854,49,5,27,73.59,280.04
fe68fb59-de77-4fe1-b837-a1c33cc4d413,auto,Orion Car Charger X179,Orion,10506,88,10,25,84.16,127.05
"365c6ea2-3c28-4593-8e86-b7ca3d73aa80",books,Order stage: Board meet quality back,Orion,368,24,19,15,19.57,28.34
"6311fa3e-699d-4c50-8e3f-d4080c6002b3",books,Respond picture by activity: Measure lose yard see perform,Nimbus,807,12,10,11,12.44,19.71
"6a6eeff8-d657-4aad-bb86-222a31e7491f",electronics,Zenith Monitor X202,Zenith,2042,38,24,16,93.16,120.09
"441208aa-e034-4a07-af61-bff6ab263701",books,Anything lot: Difference stop whom data,Nova,360,20,25,24,26.88,47.49
"9ace4f3c-b2ff-49bc-94f8-6253c9f2387d",toys,Zenith Building Blocks Toy,Zenith,891,25,23,14,48.76,96.07
"2e3cc991-c36d-4a51-954c-f0ae5416c27d",electronics,Vertex Smartwatch P704,Vertex,4200,19,7,29,95.59,114.13
a6a37456-779a-429e-befa-b0d4002ec5ee,electronics,Crest Camera S173,Crest,3465,34,25,29,1115.56,1249.43
c34b3f5b-93d9-4da9-8ecb-c040d795aa34,auto,Pulse Car Charger S561,Pulse,8373,33,13,14,196.23,267.94
cb790d2e-c4f4-4f11-815a-bfe45f0dc288,electronics,Orion Headphones A182,Orion,3925,34,25,12,785.31,918.38
"12bc2da7-5974-421c-ba65-ab548798d8b5",furniture,Zenith Steel Sofa,Zenith,37408,90,16,15,727.43,931.86
"78632ff2-3684-4fc9-bbd4-b1c44b9e4a4a",home_goods,Pulse Air Purifier - Classic,Pulse,749,33,6,7,45.93,81.92
ae84cb55-4ada-4a14-b5ac-09a0714e4d00,toys,Nova Building Blocks (Blue),Nova,258,6,16,9,32.51,74.35
"9351bc40-04c1-418d-badc-f019f87667cc",fashion,Orion Modern Sneakers,Orion,143,43,26,17,6.95,22.42
bb691567-911d-4808-9de8-f95cfb1e9c57,toys,Crest Doll (Blue),Crest,340,7,11,27,25.94,51.8
"8a2e962b-0fb0-4ca4-8a5c-ebc434b73de0",auto,Orion Car Charger P177,Orion,14544,41,7,14,182.42,252.24
"5e33d7ea-54ff-4a91-a2fb-b320e1a05298",furniture,Vertex Walnut Sofa,Vertex,44732,161,28,11,447.5,636.94
"7a28c6b0-cd56-4d90-bff2-8ff77cca1136",toys,Nova Puzzle Toy,Nova,805,28,24,27,33.74,90.74
"16744f54-6944-4fb7-b27e-839a9253a890",auto,Orion Seat Cover Kit (A587),Orion,3226,74,12,24,306.67,362.97
"79a4b40e-2652-4c28-803f-0db1a4d65d7f",fashion,Pulse Dress (Blue),Pulse,419,50,6,7,22.01,60.6
"45af1818-d9f8-41de-95a3-3c0ca5c4464b",auto,Orion Car Charger Kit (A396),Orion,14318,80,20,25,246.12,363.57
"77755160-a87b-4060-96b8-58415706a251",fashion,Zenith Classic Backpack,Zenith,395,39,23,13,27.89,63.0
"818f2cdd-036c-4c54-990e-11967f3db13e",furniture,Nimbus Leather Coffee Table,Nimbus,19325,75,18,12,289.13,688.29
a8c3fba5-0888-4326-b59d-0a261123a3c8,toys,Vertex Building Blocks Toy,Vertex,515,24,27,27,21.1,46.5
f6f785b5-2703-40f5-8954-5de88d1989dd,furniture,Vertex Sofa - Minimal,Vertex,29069,171,17,20,157.13,391.25
f5aca5fb-12bc-4125-830a-983c007577b8,auto,Nimbus Car Charger Kit (X820),Nimbus,6342,14,10,6,253.74,314.34
"7e839262-94a7-4d04-ae4e-ac40b34c252b",fashion,Pulse Jacket (Blue),Pulse,135,45,26,26,56.2,160.85
b0019974-ad0e-442b-87f0-c06b73a5b7fa,electronics,Pulse M987 Headphones,Pulse,3593,18,24,13,696.62,776.77
"3d2ff262-f147-4d47-b1dd-28d28880af70",books,Anything sea near: Look western teacher magazine,Nova,919,24,29,13,17.3,31.49
"0d0b3beb-f8a3-4d0d-b666-4ed8e183e91e",toys,Vertex Building Blocks Toy,Vertex,233,22,29,19,13.37,33.84
c27761f8-b223-44d4-a510-ad667378026c,toys,Vertex Board Game Toy,Vertex,198,16,21,22,32.94,91.86
"3af3f3e2-dafe-4e60-8d6a-31736062593f",fashion,Vertex Dress (Beige),Vertex,507,24,26,10,26.93,67.9
b4ae083e-9712-43d0-820b-9438644da0cd,fashion,Nimbus Backpack (Red),Nimbus,759,31,14,5,43.9,120.57
"9d969a35-0053-4ef5-8f45-9cb923b9f570",furniture,Pulse Walnut Bookshelf,Pulse,12303,148,27,6,409.42,887.71
"5385ca65-79bb-442a-80b9-0612a49c5ad9",books,Class mouth health other important,Pulse,218,21,23,13,5.34,10.37
"95a67e9a-55f9-4fc9-bbcc-043f441b281b",auto,Zenith Dash Cam Kit (S145),Zenith,1182,89,27,28,178.83,228.37
"549f38cb-4c1b-4af3-9136-720b2a5a096a",electronics,Nimbus Smartwatch M441,Nimbus,461,29,13,13,1073.93,1377.14
"0d098248-c51e-4c5a-b5f2-b9559df2e8a9",books,To door right: Unit project especially Mr beat,Apex,755,22,23,16,18.58,36.12
"6825686a-7862-40f9-9918-1808a637c0e3",auto,Vertex Seat Cover M687,Vertex,18136,44,20,7,95.48,139.32
"96a13460-5f30-44ad-9927-2929cdd84c34",auto,Zenith Car Charger X716,Zenith,2021,98,8,25,270.77,404.46
"32e0d289-004d-40b1-9e42-ca18fb68cd52",auto,Crest Tire Inflator Kit (P515),Crest,3787,71,11,15,322.63,494.81
"90a4d65c-ad12-445c-a5f2-7daa82c77629",toys,Zenith Building Blocks Toy,Zenith,923,11,20,28,29.22,55.77
c704f4a4-5ec4-46bc-b1d0-0456e6a4d53e,toys,Orion Building Blocks (White),Orion,945,6,15,20,25.81,65.82
"255600a4-9174-4b3d-9b9c-ede916b6b8b1",furniture,Zenith Steel Bookshelf,Zenith,19056,76,7,14,316.06,580.95
a4f3c515-b1eb-41c3-97ab-90c6e49c3a2c,fashion,Nova Dress (Green),Nova,943,23,11,29,42.57,137.03
"804c228c-1d47-457a-8aeb-5aaf648f52ee",electronics,Nimbus Tablet A819,Nimbus,4362,27,11,18,92.7,103.64
e841a66e-c88f-4e89-b15e-b3bf5b1c6e54,home_goods,Zenith Lamp - Modern,Zenith,4765,22,18,5,42.43,102.89
"4dfb18cf-979b-4517-9b3d-e9ff03c724f4",fashion,Nova Modern Dress,Nova,727,41,16,12,16.59,50.13
"104c8c54-3d13-411b-9adb-4ffaa3ad2e1a",toys,Vertex RC Car Toy,Vertex,289,13,21,29,35.54,80.22
"541e2516-6fa0-41f2-8a24-7f4989871842",home_goods,Nova Bedding Set,Nova,1436,64,6,15,66.45,117.24
"5d38a43a-915c-4954-8f0f-f627632e6bc9",furniture,Nova Bookshelf - Industrial,Nova,19983,128,27,23,285.85,608.07
ac5670d3-b2f4-40dd-8be9-0b5736afe3b5,electronics,Pulse S864 Camera,Pulse,3471,43,15,20,1575.61,1790.46
"2bc85ce3-1751-46a1-93a3-e44abfa2371a",books,Land more world indeed: Own current sound,Pulse,549,12,16,11,22.85,41.48
ab1ddce8-4955-4e92-b7dc-d8910e2cddee,toys,Nimbus Board Game Toy,Nimbus,532,23,21,8,37.14,70.5
"11cb646b-bbdb-4d42-b999-bf0331bc9f26",furniture,Zenith Leather Desk,Zenith,45012,143,19,13,459.28,801.07
f9c23089-33c6-4501-8fdb-1ea01f61ccb7,fashion,Crest Modern Dress,Crest,681,34,15,28,51.97,189.67
"1c181281-3545-443c-8b8f-9f86e6716692",furniture,Apex Fabric Desk,Apex,28944,121,8,10,628.12,877.7
e8dd1885-af00-40d3-b9fc-51f64034ed6b,electronics,Crest Headphones A515,Crest,4862,36,29,26,1010.58,1192.16
"9122a2cd-ccef-446c-b0f4-2000510707d3",furniture,Vertex Bookshelf - Classic,Vertex,15384,86,7,28,314.5,511.95
f04622bb-c122-42e1-80c6-f355efaf2494,home_goods,Zenith Knife Set Set,Zenith,1833,67,7,22,25.33,49.77
db1f5d3c-9fce-4979-a925-55324f1051c7,auto,Apex Tool Set A254,Apex,16553,82,5,24,361.97,467.01
e31da08d-4d78-4c17-9da1-bef6d2ca8b0b,auto,Vertex Tire Inflator Kit (P901),Vertex,17648,41,18,11,266.89,389.46
"375c87ed-dcab-466e-aa6b-90e4ca0a7fb3",books,Enter news outside,Zenith,595,11,12,28,15.16,24.2
bdcdde4a-3cb5-4c3b-a922-f3b6ba7469e2,home_goods,Zenith Vacuum - Modern,Zenith,2834,20,21,17,82.85,160.96
"8588f9aa-b4e9-41ce-936d-d04fd20015c1",fashion,Nova Classic Sneakers,Nova,311,30,23,26,59.84,208.04
"2ceb242d-24a4-4082-983f-483d24a5b1af",furniture,Pulse Bookshelf - Minimal,Pulse,11764,188,25,18,318.21,730.8
"6af8f781-ad98-41f5-8c21-f6fca115b61c",furniture,Nova Walnut Desk,Nova,44971,140,29,23,198.97,393.99
"40f21514-fa42-466c-bc8b-d11b54d91bf9",electronics,Vertex Monitor X498,Vertex,2635,14,9,27,1628.19,1918.03
"0cc3a506-0832-4c46-8900-9537e0523231",electronics,Nova M368 Camera,Nova,3605,10,27,17,1331.74,1676.02
f061bae0-159e-47fe-bded-bfccd8f08fc6,furniture,Apex Chair - Industrial,Apex,19032,140,22,17,321.87,579.54
d5b72c34-43f7-4ec7-a7a7-802293e0382e,furniture,Vertex Walnut Chair,Vertex,28152,153,27,6,277.75,676.82
dd306d49-74ec-4db7-9dc7-9d2d6287cce2,toys,Nova Doll Toy,Nova,531,27,21,28,9.06,19.66
"22974cc1-d665-479c-8eae-b3186ca382c3",books,Activity they: Herself court her civil,Crest,655,24,29,27,25.51,48.53
b4277fff-0cec-410f-9e6f-fc09ef562ad2,home_goods,Orion Lamp Set,Orion,4097,79,7,19,17.48,29.36
"05bc3975-4277-4394-bef5-a1c5be43b649",furniture,Vertex Oak Bookshelf,Vertex,29569,178,11,28,433.83,709.82
fcc0414f-91a7-4044-bfdc-6093453d3b30,furniture,Orion Leather Coffee Table,Orion,46030,95,24,12,650.56,894.39
db560fc4-0f77-48ff-bba5-409b1cb2b381,fashion,Zenith Sneakers (Beige),Zenith,907,44,28,20,28.95,64.55
"79882cdd-aa0e-4bce-be75-472ee6eb8af4",books,Investment however game white,Orion,693,24,20,20,6.29,10.96
fad50be3-2d36-4ca9-9042-7bc477798b15,furniture,Orion Coffee Table - Classic,Orion,7642,144,25,29,532.39,725.4
"528b9127-5e13-4d19-89f0-ec27f40d7e92",electronics,Nova M614 Smartwatch,Nova,1162,30,14,26,858.6,1066.1
"573f657d-b7e3-4c23-bb29-88373dbc9f25",furniture,Nova Desk - Modern,Nova,5539,181,17,29,381.59,803.54
fbeb6f43-d37a-4ad8-80c5-7586ccddd1bf,auto,Nimbus Dash Cam A419,Nimbus,14841,80,29,22,271.97,372.7
"44c1f9d9-e8ba-4e85-ba1b-d619540908f4",books,Movement either: Behavior worry simple political account contain,Pulse,810,13,9,11,7.36,13.52
"55b89bd5-9d09-40e9-8e2e-15bf91fcafaf",fashion,Nova Jacket (Black),Nova,628,59,16,26,64.97,149.81
"10cfea1a-c95e-4b87-bd1d-e74e22fcb680",furniture,Nimbus Walnut Chair,Nimbus,48602,102,12,6,382.4,921.52
"003e6e7c-6357-40af-a3bb-6493d03b14c6",auto,Crest Tool Set Kit (S738),Crest,6289,91,17,27,400.03,484.21
"6e9c46d7-eef2-437a-93d1-5b8fb3873e21",electronics,Pulse Headphones X905,Pulse,955,32,29,17,1226.25,1426.14
ee1d6ae5-6515-4779-9c12-d04abae1f2e4,books,Build throw outside: Drive beyond voice recently onto crime,Nimbus,787,16,7,20,13.87,20.95
"103b7dd9-e00e-4be9-907e-a5516da7a5f7",furniture,Nimbus Coffee Table - Classic,Nimbus,14451,78,10,7,721.82,911.7
e7a260fe-46c0-490d-b2c7-917c041d0aac,auto,Crest Seat Cover S189,Crest,10879,85,25,20,159.88,212.57
c6c73e03-0b52-4789-b3e0-77ae562f1f13,toys,Crest RC Car (Black),Crest,764,21,29,10,36.47,73.84
c81dc06d-b053-41cc-b371-3f8fda64ba07,books,Cover international experience especially learn,Crest,807,21,23,15,14.47,22.01
"4ebec6ac-6829-4cbe-a05c-6a24e12b88c1",books,Industry serve black,Nova,533,22,10,7,6.27,12.06
"864cc5d9-7c57-4817-89e0-b3cd4c2a62cc",furniture,Nova Bookshelf - Cozy,Nova,46487,141,25,21,533.58,680.22
d8344521-a628-4f95-8c08-febd62026e90,electronics,Vertex Headphones P897,Vertex,3204,12,8,24,581.63,679.71
c0f05019-713a-4b5c-8c2d-b7cac62c9509,furniture,Pulse Steel Bookshelf,Pulse,10656,103,16,19,617.29,836.34
b7896e1c-172f-4b8b-9f92-9d81886ff4a4,home_goods,Crest Bedding Set,Crest,666,54,7,11,28.35,64.67
e60a8e7f-e884-4261-9802-1d646e84dc9a,toys,Nova Doll Toy,Nova,278,18,26,10,14.41,38.92
"13ff2441-9afc-404f-8109-07079c1b73ca",fashion,Orion Sneakers (Beige),Orion,235,58,15,21,120.59,276.53
cbad40b6-afae-4c84-95c4-63df96ef246b,auto,Zenith Car Charger Kit (X387),Zenith,8875,11,16,7,147.09,196.02
"0dfd140d-645f-43e5-862c-6e1d512a1977",fashion,Nimbus Minimal Backpack,Nimbus,414,39,19,16,46.63,155.93
"1a79ffc8-37e8-4a6f-9bbc-27d9e7ac2e8a",electronics,Pulse X437 Bluetooth Speaker,Pulse,2415,36,8,23,1009.2,1244.89
"0d5a7d18-4828-4803-8f1f-64627c67250c",home_goods,Pulse Knife Set - Industrial,Pulse,2992,74,14,21,15.7,34.28
a8832065-f392-4c7c-b7e5-50e53b335dda,books,Mr base,Orion,602,15,18,24,8.05,11.52
dd19cc35-e9b4-4958-8e1d-87ae2b26cad1,auto,Nova Dash Cam X797,Nova,6958,23,23,17,345.69,496.08
"4bff9d5d-1406-4879-b009-521289c0b475",electronics,Vertex Monitor S655,Vertex,1633,48,16,23,1432.93,1620.6
"08e0394c-ff46-49a1-8b92-4fc2d80be7f2",furniture,Vertex Desk - Minimal,Vertex,12208,121,17,6,376.55,636.49
"29ce6689-e367-4a24-a8c8-7ecc993e5bfa",auto,Pulse Seat Cover Kit (M461),Pulse,11768,51,9,28,353.66,457.93
"50e90df2-3eea-4083-a79a-5d9db9850d51",books,Notice animal use: Why relationship tax,Vertex,674,20,12,18,18.89,33.4
f58cb29d-1047-4dba-a10e-c241f0b95381,books,Both training with red: All firm ago almost those,Nimbus,370,12,22,9,26.61,40.05
e2643c32-5249-4444-8c9c-7d07c14ad2cc,fashion,Apex Industrial Sneakers,Apex,768,43,15,11,67.94,197.21
e0a84b37-5215-4a4a-967f-d881cb2f8b58,toys,Crest Puzzle Toy,Crest,412,7,12,24,34.09,66.04
"6dc2e25b-fd6a-49a9-93eb-73ae63c43c6d",electronics,Pulse P239 Headphones,Pulse,3812,17,10,12,713.39,822.17
ec5c0faa-95a6-4ae3-9e18-41e75798724a,books,Strong still step raise: Cell officer policy soldier,Crest,704,16,12,14,15.24,22.23
